Location,Phase,Cheese,Charm,Mouse,,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Angry Train Staff,9.05%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bartender,2.70%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Farrier,2.49%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mysterious Traveller,8.90%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Parlour Player,2.40%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Passenger,8.73%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Photographer,8.87%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Stowaway,0.91%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Stuffy Banker,2.79%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Tonic Salesman,2.41%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Train Conductor,9.19%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Travelling Barber,8.95%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Upper Class Lady,2.70%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Crate Camo,17.50%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Cute Crate Carrier,22.91%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Angry Train Staff,5.94%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Bartender,1.88%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Farrier,1.80%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Mysterious Traveller,5.91%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Parlour Player,1.64%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Passenger,5.78%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Photographer,6.02%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Stowaway,2.96%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Stuffy Banker,1.77%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Tonic Salesman,1.70%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Train Conductor,5.85%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Travelling Barber,5.95%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Upper Class Lady,1.72%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),SB+,Supply Schedule,Warehouse Manager,10.67%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Crate Camo,17.97%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Cute Crate Carrier,22.68%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Angry Train Staff,5.92%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Bartender,1.95%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Farrier,1.80%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Mysterious Traveller,6.25%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Parlour Player,1.66%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Passenger,6.18%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Photographer,6.05%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Stowaway,0.62%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Stuffy Banker,1.87%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Tonic Salesman,1.75%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Train Conductor,6.08%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Travelling Barber,6.26%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Upper Class Lady,2.05%,,,,,,,,
Gnawnian Express Station,Supply Depot (No Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Supply Schedule,Warehouse Manager,10.91%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Crate Camo,6.39%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Cute Crate Carrier,8.73%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Angry Train Staff,4.19%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Bartender,1.48%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Farrier,1.44%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Mysterious Traveller,4.42%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Parlour Player,1.06%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Passenger,3.83%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Photographer,4.53%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Stowaway,2.00%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Stuffy Banker,1.49%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Tonic Salesman,1.08%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Train Conductor,4.26%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Travelling Barber,4.07%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Upper Class Lady,1.33%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),SB+,-,Supply Hoarder,49.71%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Crate Camo,6.70%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Cute Crate Carrier,8.69%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Angry Train Staff,4.26%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bartender,1.38%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Farrier,1.24%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mysterious Traveller,4.77%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Parlour Player,1.41%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Passenger,4.71%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Photographer,4.19%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Stuffy Banker,1.38%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Tonic Salesman,1.26%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Train Conductor,4.53%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Travelling Barber,4.31%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Upper Class Lady,1.48%,,,,,,,,
Gnawnian Express Station,Supply Depot (Supply Rush),Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Supply Hoarder,49.69%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Angry Train Staff,6.37%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Automorat,6.46%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Bartender,1.84%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Cannonball,6.91%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Farrier,2.11%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Hookshot,6.40%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Mouse With No Name,6.44%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Mysterious Traveller,6.62%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Parlour Player,2.45%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Passenger,6.30%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Photographer,6.17%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Sharpshooter,6.30%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Steel Horse Rider,5.73%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Stoutgear,7.00%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Stowaway,3.62%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Stuffy Banker,2.04%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Tonic Salesman,2.01%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Train Conductor,7.29%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Travelling Barber,5.73%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,-,Upper Class Lady,2.19%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Angry Train Staff,7.21%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Automorat,6.61%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bartender,1.93%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Cannonball,6.58%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Dangerous Duo,0.00%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Farrier,1.93%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Hookshot,6.37%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mouse With No Name,6.17%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mysterious Traveller,6.98%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Parlour Player,2.20%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Passenger,6.67%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Photographer,6.67%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Sharpshooter,6.80%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Steel Horse Rider,6.33%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Stoutgear,6.57%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Stowaway,0.71%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Stuffy Banker,2.18%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Tonic Salesman,1.91%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Train Conductor,6.86%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Travelling Barber,7.13%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Upper Class Lady,2.18%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Angry Train Staff,3.39%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Automorat,3.68%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Bartender,1.08%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Cannonball,3.48%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Dangerous Duo,11.67%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Farrier,1.16%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Hookshot,3.48%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Mouse With No Name,14.88%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Mysterious Traveller,3.60%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Parlour Player,1.10%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Passenger,3.45%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Photographer,3.56%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Sharpshooter,15.46%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Steel Horse Rider,14.60%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Stoutgear,3.91%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Stowaway,1.67%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Stuffy Banker,1.08%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Tonic Salesman,1.00%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Train Conductor,3.28%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Travelling Barber,3.46%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Roof Rack,Upper Class Lady,1.00%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Angry Train Staff,3.52%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Automorat,3.61%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Bartender,1.01%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Cannonball,3.44%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Dangerous Duo,11.60%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Farrier,1.00%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Hookshot,3.65%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Mouse With No Name,14.82%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Mysterious Traveller,3.66%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Parlour Player,1.15%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Passenger,3.85%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Photographer,3.65%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Sharpshooter,14.93%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Steel Horse Rider,15.65%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Stoutgear,3.70%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Stuffy Banker,1.08%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Tonic Salesman,1.10%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Train Conductor,3.97%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Travelling Barber,3.53%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Roof Rack,Upper Class Lady,1.09%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Angry Train Staff,3.39%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Automorat,3.68%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Bartender,1.08%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Cannonball,3.48%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Dangerous Duo,11.67%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Farrier,1.16%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Hookshot,3.48%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Mouse With No Name,14.88%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Mysterious Traveller,3.60%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Parlour Player,1.10%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Passenger,3.45%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Photographer,3.56%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Sharpshooter,15.46%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Steel Horse Rider,14.60%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Stoutgear,3.91%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Stowaway,1.67%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Stuffy Banker,1.08%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Tonic Salesman,1.00%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Train Conductor,3.28%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Travelling Barber,3.46%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Door Guard,Upper Class Lady,1.00%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Angry Train Staff,3.52%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Automorat,3.61%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Bartender,1.01%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Cannonball,3.44%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Dangerous Duo,11.60%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Farrier,1.00%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Hookshot,3.65%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Mouse With No Name,14.82%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Mysterious Traveller,3.66%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Parlour Player,1.15%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Passenger,3.85%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Photographer,3.65%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Sharpshooter,14.93%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Steel Horse Rider,15.65%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Stoutgear,3.70%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Stuffy Banker,1.08%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Tonic Salesman,1.10%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Train Conductor,3.97%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Travelling Barber,3.53%,,,,,,,,
Gnawnian Express Station,Raider River,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,Door Guard,Upper Class Lady,1.09%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Angry Train Staff,3.39%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Automorat,3.68%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Bartender,1.08%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Cannonball,3.48%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Dangerous Duo,11.67%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Farrier,1.16%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Hookshot,3.48%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Mouse With No Name,14.88%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Mysterious Traveller,3.60%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Parlour Player,1.10%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Passenger,3.45%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Photographer,3.56%,,,,,,,,
Gnawnian Express Station,Raider River,SB+,Greasy Glob,Sharpshooter,15.46%,,,,,,,,
